[2022.04.29 04:15:31] [0000m.00s.131ms] [0] WELCOME
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] iCDB Diagnostic ver.2.210, lAMCCPgGndLueXBdAPvB3g, build:19222122 created 2021-08-24 19:25:25, sources stamp:lAMCCPgGndLueXBdAPvB3g
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] Unpublished work. Copyright 2021 Siemens\r\n\r\nThis material contains trade secrets or otherwise confidential\r\ninformation owned by Siemens Industry Software Inc.\r\nor its affiliates (collectively, 'SISW'), or its licensors.\r\nAccess to and use of this information is strictly limited\r\nas set forth in the Customer's applicable agreements with SISW.
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] Base flow version [VX.2.10]
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] Install Id [2373040], Flow Id [PADS VX.2.10], Full Flow Name [PADS VX.2.10], Exact Access Date [2021/08/01]
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] Machine [DANIELS-PC]  IP [10.0.0.6,127.0.0.1]  User [MSI]  PID [21400]
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] Operating system [Microsoft Windows 10 Home Premium Edition, 64-bit (build 22000)]
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] Current working dir [C:\Users\MSI\Desktop\New folder (2)\PADs]
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] PATH [C:\MentorGraphics\PADSVX.2.10\SDD_HOME\common\win32\bin;C:\MentorGraphics\PADSVX.2.10\SDD_HOME\common\win32\lib;C:\MentorGraphics\PADSVX.2.10\SDD_HOME\common\win64\lib;C:\MentorGraphics\PADSVX.2.10\SDD_HOME\common3D\win32\lib;C:\MentorGraphics\PADSVX.2.10\SDD_HOME\common\win32\jre\default\bin;C:\MentorGraphics\PADSVX.2.10\MGC_HOME.ixn\bin;C:\MentorGraphics\PADSVX.2.10\MGC_HOME.ixn\lib;C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64\compiler;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\Tools\Binn\;C:\Program Files\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\dotnet\;C:\Users\MSI\AppData\Local\Microsoft\WindowsApps;C:\MentorGraphics\PADSVX.2.10\SDD_HOME\CAMCAD]
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] SDD_HOME [C:\MentorGraphics\PADSVX.2.10\SDD_HOME] on file system [NTFS]
[2022.04.29 04:15:31] [0000m.00s.132ms] [1] SDD_PLATFORM [win32]
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesLayer
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesNetClass
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesClearRule
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesConstraintClass
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesViaSpan
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesGenClear
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesPartTech
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesConstVar
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesC2CClearRule
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesPkgTypeClearRule
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesP2PClearRule
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesParRuleSection
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesParRuleDef
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesNoiseRule
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesGenObj
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesGenCompObj
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesGenObjType
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesVia
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesZAxisLayerRule
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: CesConfigCheck: CesZAxisClearRule
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: ConfigCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: ConfigCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: ConfigCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: Block: RS485EX
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: BlockCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: BlockCheck: CDBImplBus
[2022.04.29 04:15:31] [0000m.00s.302ms] [2] Diagnostic: BlockCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: CDBImplPort
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: AttributesUtility
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: CDBImplBlockViewDxD
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockViewDxDCheck: CDBImplNetDxD
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockViewDxDCheck: CDBImplRipperDxD
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesConstraint
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesPin
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesFromTo
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesPhysicalNet
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesPinPair
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesElectricalNet
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesDiffPair
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesComponent
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesPartPin
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesPartPinPair
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesPart
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesDesign
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesLayerClearRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesSchemeClearRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesViaAssign
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesLayerRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesSchemeNetClassRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesScheme
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesLayer
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesNetClass
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesClearRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesConstraintClass
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesViaSpan
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesGenClear
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesPartTech
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesConstVar
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesC2CClearRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesPkgTypeClearRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesP2PClearRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesParRuleSection
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesParRuleDef
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesNoiseRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesGenObj
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesGenCompObj
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesGenObjType
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesVia
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesZAxisLayerRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: CesConfigCheck: CesZAxisClearRule
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: ConfigCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: ConfigCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: ConfigCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: Block: Entradas
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: CDBImplBus
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: CDBImplPort
[2022.04.29 04:15:31] [0000m.00s.303ms] [2] Diagnostic: BlockCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: BlockCheck: AttributesUtility
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: BlockCheck: CDBImplBlockViewDxD
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: BlockViewDxDCheck: CDBImplNetDxD
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: BlockViewDxDCheck: CDBImplRipperDxD
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesConstraint
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesPin
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesFromTo
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesPhysicalNet
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesPinPair
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesElectricalNet
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesDiffPair
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesComponent
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesPartPin
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesPartPinPair
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesPart
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesDesign
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesLayerClearRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesSchemeClearRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesViaAssign
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesLayerRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesSchemeNetClassRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesScheme
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesLayer
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesNetClass
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesClearRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesConstraintClass
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesViaSpan
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesGenClear
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesPartTech
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesConstVar
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesC2CClearRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesPkgTypeClearRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesP2PClearRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesParRuleSection
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesParRuleDef
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesNoiseRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesGenObj
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesGenCompObj
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesGenObjType
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesVia
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesZAxisLayerRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: CesConfigCheck: CesZAxisClearRule
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: ConfigCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: ConfigCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: ConfigCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: Block: RS485LCD
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: BlockCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: BlockCheck: CDBImplBus
[2022.04.29 04:15:31] [0000m.00s.304ms] [2] Diagnostic: BlockCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplPort
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: AttributesUtility
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplBlockViewDxD
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockViewDxDCheck: CDBImplNetDxD
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockViewDxDCheck: CDBImplRipperDxD
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesConstraint
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesPin
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesFromTo
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesPhysicalNet
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesPinPair
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesElectricalNet
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesDiffPair
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesComponent
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesPartPin
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesPartPinPair
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesPart
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesDesign
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesLayerClearRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesSchemeClearRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesViaAssign
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesLayerRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesSchemeNetClassRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesScheme
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesLayer
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesNetClass
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesClearRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesConstraintClass
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesViaSpan
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesGenClear
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesPartTech
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesConstVar
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesC2CClearRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesPkgTypeClearRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesP2PClearRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesParRuleSection
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesParRuleDef
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesNoiseRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesGenObj
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesGenCompObj
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesGenObjType
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesVia
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesZAxisLayerRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: CesConfigCheck: CesZAxisClearRule
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: ConfigCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: ConfigCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: ConfigCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: Block: J3
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplBus
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplPort
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: AttributesUtility
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockCheck: CDBImplBlockViewDxD
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockViewDxDCheck: CDBImplNetDxD
[2022.04.29 04:15:31] [0000m.00s.305ms] [2] Diagnostic: BlockViewDxDCheck: CDBImplRipperDxD
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesConstraint
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesPin
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesFromTo
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesPhysicalNet
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesPinPair
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesElectricalNet
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesDiffPair
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesComponent
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesPartPin
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesPartPinPair
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesPart
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesDesign
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesLayerClearRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesSchemeClearRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesViaAssign
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesLayerRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesSchemeNetClassRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesScheme
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesLayer
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesNetClass
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesClearRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesConstraintClass
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesViaSpan
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesGenClear
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesPartTech
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesConstVar
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesC2CClearRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesPkgTypeClearRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesP2PClearRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesParRuleSection
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesParRuleDef
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesNoiseRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesGenObj
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesGenCompObj
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesGenObjType
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesVia
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesZAxisLayerRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: CesConfigCheck: CesZAxisClearRule
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: ConfigCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: ConfigCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: ConfigCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: Block: J4
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: BlockCheck: CDBImplNet
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: BlockCheck: CDBImplBus
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: BlockCheck: CDBImplPin
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: BlockCheck: CDBImplPort
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: BlockCheck: CDBImplComp
[2022.04.29 04:15:31] [0000m.00s.306ms] [2] Diagnostic: BlockCheck: AttributesUtility
